08923: Maritime transport statistics. Cargo and number of units, by commodity, flag, loaded/unloaded, domestic/foreign, quarter, contents and port;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commodity;flag;loaded/unloaded;domestic/foreign;quarter;contents;Fredrikstad (Borg);Moss;Oslo;Drammen;Tønsberg;Sandefjord;Larvik;Porsgrunn (Grenland);Kristiansand;Farsund;Kvinesdal;Egersund;Stavanger;Sauda;Haugesund (Karmsund);Bergen and Omland;Florø;Svelgen (Bremanger);Måløy (Nordfjord);Ålesund;Molde;Kristiansund;Trondheim;Verdal;Brønnøysund (Brønnøy);Helgeland havn;Mo i Rana;Bodø;Narvik;Harstad;Tromsø;Hammerfest;Sveagruva;Kirkenes;Norway - Unspecified, quarterly survey
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2018K3;Cargo (tonnes);756;0;5910;4187;0;0;1229;4060;0;0;0;1500;63104;0;36494;160795;29692;1918;0;5187;300;79979;2148;0;1826;24482;2374;6180;0;3057;78376;12597;0;0;200
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2018K4;Cargo (tonnes);681;0;6055;8753;0;0;1166;259;0;0;0;150;75082;0;27529;185066;22546;0;16;1839;759;74327;3734;0;1185;7583;1240;1819;0;25158;47593;14766;0;0;40
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2019K1;Cargo (tonnes);634;0;8711;16359;0;0;0;256;897;0;0;1426;53341;0;30974;94243;29051;0;82;604;3583;23390;5569;0;0;6000;0;258;0;21623;39708;7400;0;52;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2019K2;Cargo (tonnes);37164;0;5725;8606;0;0;1678;195;293;0;0;1256;89735;0;28940;101868;19634;0;0;1492;2972;60896;12271;0;1;9718;130;1436;48;27010;90832;10912;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2019K3;Cargo (tonnes);745;0;2572;9994;0;0;0;170;5;0;0;0;50997;0;36057;118727;22966;0;0;395;387;56442;5756;0;8;17155;156;426;2369;45507;65232;1744;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2019K4;Cargo (tonnes);355;0;6568;10371;0;0;1398;0;100;0;0;0;116453;0;27516;120358;23894;0;198;63;225;47565;1984;0;68;14282;31;20178;833;25774;29323;3966;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2020K1;Cargo (tonnes);650;30;5771;7303;0;0;399;4400;3169;0;0;705;71497;0;15641;90954;25484;0;0;889;393;29941;9561;0;8;13381;0;90982;0;8266;27740;10358;0;535;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2020K2;Cargo (tonnes);27319;0;4957;4582;0;0;1089;0;6170;0;0;0;102179;0;29289;100019;39179;0;285;552;984;76106;3383;0;108;9649;19;127642;234;12912;33905;5800;0;305;1990
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2020K3;Cargo (tonnes);658;0;7630;6188;0;0;0;175;3574;0;0;1232;43885;0;27230;107944;38083;0;211;3871;914;57366;11168;0;2811;6252;5;112151;4792;9553;42733;19577;0;584;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2020K4;Cargo (tonnes);54825;0;5920;5679;0;0;663;195;4316;0;0;0;44986;0;27734;96079;39325;710;440;3989;557;38710;8350;0;2546;26740;0;106778;4417;12102;53183;16546;0;354;252
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2021K1;Cargo (tonnes);56875;0;4086;6167;0;0;1209;3451;4792;0;0;130;58268;0;18689;93528;104694;0;317;2710;461;41388;7691;0;2318;19589;0;47246;17;4804;29289;14712;0;229;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Domestic;2021K2;Cargo (tonnes);59948;0;6310;4387;0;0;2884;0;5516;0;0;6653;51631;0;29985;107929;38987;0;592;6499;518;41456;13376;0;3199;22466;62;166591;67;5322;43031;15226;0;276;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2012K1;Cargo (tonnes);25264;0;60891;6600;0;37775;78057;0;2736;0;0;0;923;0;6292;0;0;0;0;0;0;2000;0;1318;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2012K2;Cargo (tonnes);30768;0;54366;2500;0;31325;83724;594;2127;0;0;74;495;0;2892;0;991;0;0;0;0;0;0;4795;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2012K3;Cargo (tonnes);27915;0;53943;0;0;25597;84646;1176;2110;0;0;0;173;0;18824;0;3111;0;0;0;0;0;0;1650;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2012K4;Cargo (tonnes);11557;0;59844;8385;0;23767;58190;7792;4685;0;0;0;1467;0;1227;0;1798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2013K1;Cargo (tonnes);2109;0;56304;5601;0;9913;63000;0;8335;0;0;0;281;0;2592;127;0;0;0;0;0;1539;0;0;0;0;0;0;0;0;0;0;0;0;11658
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2013K2;Cargo (tonnes);8449;0;52569;0;0;34515;91949;9101;4669;0;0;0;945;0;1318;0;0;0;0;0;0;495;1;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2013K3;Cargo (tonnes);5415;0;44730;0;0;22621;77208;10;3521;0;0;0;200;0;0;0;2425;0;0;0;14848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2013K4;Cargo (tonnes);9159;0;53722;0;0;17694;76106;5286;7002;0;0;0;280;0;604;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2014K1;Cargo (tonnes);5957;0;53077;0;0;29875;63127;364;6411;0;0;0;200;0;1017;0;0;0;0;0;14758;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2014K2;Cargo (tonnes);5936;0;53133;0;0;26139;86176;18437;8684;0;0;0;136;0;0;116;0;0;0;0;0;0;186;0;0;0;95229;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2014K3;Cargo (tonnes);15040;0;46577;0;0;29497;87363;12708;0;0;0;0;44;0;3808;0;0;0;0;0;0;0;0;0;0;0;58773;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2014K4;Cargo (tonnes);7828;0;54696;0;0;25238;92803;12574;0;0;0;0;297;0;7616;0;0;0;0;0;0;233;0;0;0;0;34449;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2015K1;Cargo (tonnes);19527;0;41389;0;0;43776;66280;8688;0;0;0;0;1622;0;1472;0;0;0;0;0;0;0;0;0;0;0;74995;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2015K2;Cargo (tonnes);20353;0;56010;0;0;50323;97628;25924;0;0;0;0;134;0;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1203;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2015K3;Cargo (tonnes);7992;3334;47704;0;0;36187;94420;26043;0;0;0;0;55;0;65;1032;0;0;0;0;32301;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2015K4;Cargo (tonnes);6038;0;55585;0;0;30404;93036;9943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2016K1;Cargo (tonnes);288;0;54900;0;0;22672;74588;0;46273;0;0;1268;2388;0;0;0;0;0;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2016K2;Cargo (tonnes);0;0;63183;0;0;28105;107178;0;53139;0;0;0;0;0;0;0;0;0;0;0;17;0;228;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2016K3;Cargo (tonnes);0;0;48645;0;0;22768;94776;0;41199;0;0;0;407;0;2345;0;0;0;0;0;81;0;298;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2016K4;Cargo (tonnes);0;0;58605;0;0;26033;97742;0;41455;0;0;0;0;0;84;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2017K1;Cargo (tonnes);0;0;55292;418;0;21976;85790;0;46205;0;0;0;209;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;600;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2017K2;Cargo (tonnes);0;0;54685;1200;0;30862;102496;0;50565;0;0;0;0;0;0;0;0;0;2;41;23;0;0;0;0;0;0;0;330;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2017K3;Cargo (tonnes);40;0;50601;0;0;25849;100586;0;39962;0;0;0;27;0;0;0;73;0;0;650;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2017K4;Cargo (tonnes);117;0;59141;0;0;25583;103244;0;47226;0;0;0;215;0;0;389;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2018K1;Cargo (tonnes);116;0;58646;0;0;18887;94522;0;47817;0;0;0;0;0;0;2995;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2018K2;Cargo (tonnes);2;0;57383;0;0;28838;106010;0;48590;0;0;460;288;0;0;1299;0;0;0;287;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2018K3;Cargo (tonnes);116;0;44935;0;0;19622;102354;0;42472;0;0;0;740;0;0;1117;0;0;0;0;11;0;0;0;0;0;0;0;0;22;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2018K4;Cargo (tonnes);0;0;54272;0;0;22059;89662;0;40278;0;0;470;10;0;0;4358;0;0;0;0;33;0;0;0;0;0;0;0;0;72;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2019K1;Cargo (tonnes);0;0;40702;0;0;0;90376;225;43292;0;0;0;0;0;0;1746;0;0;0;0;4181;0;0;0;0;0;0;0;0;20;0;0;0;1;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2019K2;Cargo (tonnes);507;0;42525;0;0;0;94714;0;49157;0;0;0;0;0;0;1567;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2019K3;Cargo (tonnes);412;0;28633;0;0;0;92026;0;37363;0;0;0;0;0;0;2473;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2019K4;Cargo (tonnes);0;0;35631;0;0;0;92572;0;33455;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2020K1;Cargo (tonnes);0;0;32095;0;0;0;95328;195;36514;0;0;0;0;0;0;2273;0;0;0;0;0;0;792;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2020K2;Cargo (tonnes);0;0;5317;0;0;0;121348;0;35283;0;0;0;399;0;0;1070;0;0;0;0;0;0;0;0;0;0;1;0;0;77;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2020K3;Cargo (tonnes);0;0;38316;0;0;0;98606;0;39052;0;0;0;0;0;0;2368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2020K4;Cargo (tonnes);563;0;39230;0;0;0;108968;0;37786;0;0;0;492;0;0;1370;0;0;41;0;0;0;177;0;0;0;0;0;0;12;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2021K1;Cargo (tonnes);0;0;976;0;0;0;123400;0;37494;0;0;55;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Foreign;2021K2;Cargo (tonnes);0;0;9451;205;0;0;128568;155;43362;0;0;0;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2012K1;Cargo (tonnes);0;0;6;0;0;0;0;0;0;0;0;0;371;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2012K2;Cargo (tonnes);0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;655;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2012K3;Cargo (tonnes);0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;624;0;0;0;0;0;1050;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2012K4;Cargo (tonnes);0;0;22;0;0;0;0;0;0;0;0;0;0;0;1681;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2013K1;Cargo (tonnes);0;0;10;0;0;0;0;0;0;0;0;0;319;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2013K2;Cargo (tonnes);0;0;2;0;0;0;0;1333;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2452;0;0;195;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2013K3;Cargo (tonnes);0;0;25;0;0;0;0;337;0;0;0;0;472;0;0;4515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9036;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2013K4;Cargo (tonnes);0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4014;0;0;295;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2014K1;Cargo (tonnes);275;0;12;0;0;0;0;0;0;0;0;0;658;0;0;636;0;0;0;0;0;0;200;0;0;0;0;0;0;40;829;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2014K2;Cargo (tonnes);0;0;2;0;0;0;0;0;0;0;0;0;1092;0;0;372;0;0;0;0;0;0;64;0;0;0;0;0;0;750;6721;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2014K3;Cargo (tonnes);0;0;0;0;0;0;0;688;0;0;0;0;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22659;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2014K4;Cargo (tonnes);0;0;2;0;0;0;0;0;0;0;0;0;305;0;0;0;0;0;0;0;0;0;453;0;0;0;0;0;0;0;3236;0;0;960;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2015K1;Cargo (tonnes);0;0;4;0;0;0;0;0;0;0;0;0;5831;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1018;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2015K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;1792;0;0;0;601;0;0;127;0;0;0;0;0;0;0;0;0;0;16088;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2015K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;0;0;1053;0;0;223;0;0;0;0;0;0;0;37983;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2015K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;0;595;0;0;0;0;0;0;0;0;0;0;34183;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2016K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;812;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;0;6660;12237;10817;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2016K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;480;0;0;0;0;0;0;0;0;0;9600;24745;2163;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2016K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;0;0;0;0;0;0;2875;55149;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2016K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;2670;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2017K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2017K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2017K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2017K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2018K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2018K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2018K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2018K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2019K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2019K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2019K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2019K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;13651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2020K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2020K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2020K3;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2020K4;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2021K1;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Unloaded;Unknown;2021K2;Cargo (tonnes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2012K1;Cargo (tonnes);7619;0;159;0;0;0;1704;0;6663;0;0;0;335873;0;299693;151895;0;8318;21;1338;0;76771;7405;0;0;0;0;0;365;0;26280;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2012K2;Cargo (tonnes);2566;0;385;0;0;0;2051;617;125;0;0;0;445244;0;318734;159994;532;0;21;5768;0;116827;4052;0;0;0;0;0;3;0;11272;480;94;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2012K3;Cargo (tonnes);2194;0;252;0;0;0;1507;0;993;0;0;0;367901;0;116243;137679;0;0;16;2007;1178;134934;4410;0;0;0;0;126;2354;0;11340;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2012K4;Cargo (tonnes);580;0;351;0;0;0;895;1400;0;0;0;200;366147;0;292678;121756;0;380;2385;1408;0;99052;8695;0;0;0;0;0;828;0;12459;0;0;0;175394
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2013K1;Cargo (tonnes);69038;0;587;0;0;0;1380;12;0;0;0;7;749623;0;200160;213436;59;0;104;895;543;67973;7522;0;196;0;0;10732;343;0;12310;215;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2013K2;Cargo (tonnes);75582;0;1612;0;0;0;1274;3109;0;0;0;0;554907;0;351074;144113;22;0;4307;2125;1166;134352;5747;0;0;0;0;5555;10;0;12597;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2013K3;Cargo (tonnes);74110;0;199;0;0;0;1880;5560;0;0;0;0;676911;0;356493;317591;2000;0;5493;9996;0;203790;12061;0;0;0;0;5448;53;0;8807;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2013K4;Cargo (tonnes);85203;0;164;0;0;0;1118;7256;906;0;0;0;484664;0;322389;142190;0;1018;19;1726;28;102296;7591;0;0;0;0;8280;0;0;5952;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2014K1;Cargo (tonnes);71653;0;175;2805;0;0;1398;5654;0;0;0;0;488574;0;324197;143136;388;0;2743;1168;0;80479;5297;0;0;0;0;13836;0;0;4881;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2014K2;Cargo (tonnes);78211;0;81;0;0;0;1501;0;85;0;0;15;534300;0;113534;155226;913;311;0;3909;0;146306;9760;0;1389;0;0;9426;5199;0;7187;0;0;455;34002
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2014K3;Cargo (tonnes);74702;0;59;0;0;0;1678;0;0;0;0;2041;601371;0;368229;151936;1545;166;0;2469;0;141819;9895;0;0;0;0;6576;1209;0;7119;0;0;0;0
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2014K4;Cargo (tonnes);71161;80;25;0;0;0;1133;3319;0;0;0;0;509805;0;327386;120002;988;186;0;1779;0;59732;11982;0;0;0;0;6456;112;603;3177;0;0;215;84053
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2015K1;Cargo (tonnes);76172;0;344;2965;0;0;768;6007;19;0;0;0;62467;0;3837;95006;0;0;0;1330;0;40376;10195;0;0;85026;0;25560;79;0;1024;0;0;0;8222
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2015K2;Cargo (tonnes);64024;0;0;6640;0;0;2155;2210;0;0;0;0;62671;0;8150;120596;191;2830;0;878;0;329952;5870;0;0;125814;0;26064;2090;250;2976;0;0;407;60287
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2015K3;Cargo (tonnes);75177;0;0;666;0;0;1581;0;0;0;0;0;67706;0;4261;136021;169;1619;0;1032;0;86643;7568;0;0;125945;0;0;5535;6626;5228;0;0;0;18611
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2015K4;Cargo (tonnes);49069;0;241;837;0;0;937;5402;0;0;0;3000;52949;0;5640;153689;0;63;0;4636;0;103008;10446;0;0;115133;0;83;5160;2750;3066;0;0;1711;11467
Other manufactured goods, grouped goods and other goods;Norge NOR;Loaded;Domestic;2016K1;Cargo (tonnes);63966;0;0;470;0;0;0;3500;88;0;0;2050;60731;0;4632;117365;73349;4517;120;25;178;254131;9804;0;136;0;30224;918;0;40454;23;10046;0;558;0
